vehicle_type,second_vehicle_type,date,time,road_has_pavement,distance_to_nearest_traffic_light,speed_limit,estimated_speed_of_collision,speed_of_collision_rangeseat_belt_used,injury_sustained,lethal,land_use,city
Car,Motorbike,12/07/18,14:11,0,4,40,30,30 - 35,0,1,0,Agricultural,Nairobi
Car,Car,09/08/18,12:09,0,20,70,68,65 - 70,1,1,1,Residential,Eldoret
Motorbike,Car,06/06/18,10:31,0,4,40,31,30 - 35,1,1,1,Residential,Nairobi
Motorbike,Car,21/06/18,08:07,0,31,50,41,40 - 45,1,1,0,Transport,Nairobi
Pedestrian,Car,21/02/18,00:30,0,22,40,40,40 - 45,1,1,0,Agricultural,Nairobi
Bicycle,Motorbike,11/11/18,08:43,0,20,40,45,45 - 50,N/A,1,0,Residential,Nairobi
Bicycle,Motorbike,13/11/18,09:53,1,18,40,45,45 - 50,N/A,1,0,Residential,Nairobi
Motorbike,Bicycle,18/07/18,17:24,0,18,30,37,35 - 40,N/A,1,0,Industrial,Kehancha
Car,Motorbike,14/01/18,18:58,1,10,30,31,30 - 35,1,1,0,Commercial,Nairobi
Car,Car,12/01/18,20:07,0,8,40,46,45 - 50,1,1,0,Residential,Nairobi
Car,Pedestrian,20/03/18,18:16,0,7,50,60,60 - 65,1,1,0,Agricultural,Mombasa
Bicycle,Motorbike,24/09/18,20:15,1,22,30,28,25 - 30,N/A,1,0,Residential,Mombasa
Car,Car,27/05/18,17:02,0,4,40,38,35 - 40,0,0,0,Residential,Nairobi
Car,Motorbike,18/11/18,19:29,1,20,50,65,65 - 70,1,1,1,Commercial,Nairobi
Pedestrian,Car,10/07/18,19:21,0,15,20,14,10 - 15,1,1,0,Commercial,Nairobi
Car,Car,10/08/18,18:27,0,25,50,48,45 - 50,1,1,0,Agricultural,Nairobi
Car,Car,23/07/18,04:49,0,16,60,56,55 - 60,1,1,0,Agricultural,Nairobi
Car,Car,16/09/18,11:47,0,23,60,54,50 - 55,1,1,0,Residential,Nairobi
Motorbike,Car,08/12/18,08:38,0,11,50,46,45 - 50,1,1,0,Industrial,Kikuyu
Pedestrian,Pedestrian,12/09/18,09:54,1,7,20,5,5 - 10,N/A,0,0,Residential,Eldoret
Car,Car,08/10/18,18:52,1,9,70,61,60 - 65,1,1,1,Commercial,Kisumu
Car,Car,04/03/18,20:36,0,2,70,72,70 - 75,1,1,0,Agricultural,Nairobi
Car,Car,25/12/18,10:30,0,27,40,55,55 - 60,0,1,1,Residential,Kehancha
Car,Pedestrian,18/12/18,19:20,0,26,50,47,45 - 50,0,1,1,Residential,Eldoret
Pedestrian,Pedestrian,15/10/18,17:54,0,20,20,18,15 - 20,N/A,0,0,Agricultural,Nairobi
Car,Motorbike,18/08/18,14:13,1,29,20,12,10 - 15,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,10/11/18,18:12,0,1,30,34,30 - 35,N/A,0,0,Agricultural,Nairobi
Car,Car,27/07/18,17:50,1,10,50,46,45 - 50,1,1,0,Residential,Nairobi
Bicycle,Motorbike,21/07/18,17:38,0,17,30,17,15 - 20,N/A,1,0,Residential,Nairobi
Pedestrian,Bicycle,17/05/18,00:05,1,10,30,24,20 - 25,N/A,1,0,Residential,Mombasa
Pedestrian,Pedestrian,19/12/18,23:43,0,40,20,21,20 - 25,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,22/04/18,17:50,0,0,20,20,20 - 25,N/A,0,0,Agricultural,Kehancha
Bicycle,Motorbike,08/05/18,18:12,0,17,40,39,35 - 40,N/A,1,0,Agricultural,Nakuru
Pedestrian,Bicycle,24/04/18,18:32,0,15,30,34,30 - 35,N/A,1,0,Residential,Mombasa
Motorbike,Pedestrian,12/05/18,00:32,0,12,20,20,20 - 25,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,10/06/18,08:19,0,20,20,26,25 - 30,N/A,0,0,Industrial,Mombasa
Pedestrian,Bicycle,13/01/18,08:51,0,20,30,28,25 - 30,N/A,1,0,Residential,Eldoret
Car,Car,21/08/18,08:07,0,12,40,45,45 - 50,0,1,1,Agricultural,Nairobi
Pedestrian,Car,23/05/18,01:54,1,20,40,31,30 - 35,1,1,0,Residential,Mombasa
Motorbike,Car,16/01/18,18:46,1,17,70,76,75 - 80,0,1,0,Commercial,Kikuyu
Pedestrian,Car,12/10/18,18:23,0,31,20,5,5 - 10,1,0,0,Agricultural,Nairobi
Motorbike,Pedestrian,16/12/18,14:20,0,13,40,33,30 - 35,N/A,1,0,Residential,Nakuru
Car,Car,26/01/18,20:27,1,3,50,47,45 - 50,1,1,0,Residential,Mombasa
Car,Car,17/10/18,20:01,1,11,60,71,70 - 75,1,1,1,Commercial,Mombasa
Motorbike,Motorbike,17/07/18,20:01,0,1,70,82,80 - 85,N/A,1,1,Industrial,Nairobi
Bicycle,Pedestrian,13/05/18,08:30,0,16,20,18,15 - 20,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,20/07/18,18:58,0,6,20,12,10 - 15,N/A,0,0,Agricultural,Mombasa
Car,Motorbike,03/09/18,18:06,0,6,40,35,35 - 40,1,1,0,Agricultural,Kehancha
Car,Car,05/06/18,23:19,0,13,60,54,50 - 55,1,1,1,Transport,Nairobi
Bicycle,Car,28/01/18,08:47,0,20,40,40,40 - 45,0,1,1,Residential,Kehancha
Pedestrian,Car,04/01/18,08:04,1,15,20,5,5 - 10,1,1,0,Commercial,Nairobi
Car,Car,10/07/18,17:28,0,13,50,40,40 - 45,1,1,0,Agricultural,Nairobi
Motorbike,Car,09/07/18,17:58,0,2,40,33,30 - 35,1,1,0,Transport,Nairobi
Bicycle,Car,12/06/18,09:31,0,10,30,30,30 - 35,1,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,02/04/18,18:16,0,21,20,13,10 - 15,N/A,0,0,Agricultural,Nairobi
Car,Car,16/07/18,18:10,0,15,50,52,50 - 55,1,1,0,Residential,Nairobi
Car,Car,11/10/18,16:14,0,22,50,57,55 - 60,1,1,1,Transport,Nairobi
Motorbike,Car,02/04/18,18:31,1,21,50,61,60 - 65,0,1,0,Residential,Mombasa
Motorbike,Pedestrian,16/11/18,11:50,0,18,20,29,25 - 30,N/A,1,0,Residential,Nairobi
Car,Car,13/05/18,17:43,1,31,50,46,45 - 50,1,1,0,Commercial,Nairobi
Pedestrian,Bicycle,28/04/18,20:43,0,8,30,38,35 - 40,N/A,1,0,Transport,Mombasa
Pedestrian,Pedestrian,02/03/18,10:59,0,21,30,28,25 - 30,N/A,0,0,Residential,Kikuyu
Bicycle,Pedestrian,09/07/18,17:33,0,31,30,26,25 - 30,N/A,0,0,Commercial,Nairobi
Car,Bicycle,06/06/18,09:13,0,9,20,17,15 - 20,1,1,0,Industrial,Mombasa
Car,Car,22/02/18,08:26,0,7,40,37,35 - 40,1,1,0,Agricultural,Nairobi
Pedestrian,Car,19/05/18,20:14,1,23,40,32,30 - 35,1,1,0,Residential,Nairobi
Motorbike,Bicycle,06/07/18,17:11,0,3,40,44,40 - 45,N/A,1,1,Residential,Mombasa
Pedestrian,Car,18/01/18,17:09,0,18,20,21,20 - 25,1,0,0,Agricultural,Nairobi
Bicycle,Motorbike,04/07/18,18:15,0,12,20,19,15 - 20,N/A,1,0,Industrial,Kikuyu
Pedestrian,Pedestrian,17/07/18,18:06,0,32,20,25,25 - 30,N/A,0,0,Residential,Nairobi
Motorbike,Pedestrian,10/07/18,19:36,0,6,20,23,20 - 25,N/A,1,0,Agricultural,Nairobi
Bicycle,Car,12/02/18,19:30,1,22,40,43,40 - 45,1,1,0,Commercial,Mombasa
Motorbike,Pedestrian,14/02/18,09:08,0,29,40,37,35 - 40,N/A,1,0,Transport,Nairobi
Car,Car,01/07/18,17:47,0,14,50,37,35 - 40,1,1,0,Transport,Nairobi
Bicycle,Pedestrian,16/01/18,17:22,1,39,30,24,20 - 25,N/A,0,0,Residential,Kehancha
Bicycle,Car,10/01/18,18:44,0,32,50,52,50 - 55,1,1,0,Residential,Nairobi
Motorbike,Motorbike,12/02/18,18:16,1,9,20,16,15 - 20,N/A,1,0,Residential,Nairobi
Car,Car,16/01/18,10:28,0,13,50,46,45 - 50,0,1,0,Agricultural,Eldoret
Motorbike,Car,02/08/18,23:58,0,22,50,57,55 - 60,1,1,1,Agricultural,Nairobi
Car,Car,08/03/18,20:40,1,9,70,57,55 - 60,0,1,0,Commercial,Kisumu
Motorbike,Motorbike,13/06/18,10:05,1,17,40,39,35 - 40,N/A,1,0,Residential,Nairobi
Motorbike,Car,12/06/18,12:33,0,8,60,65,65 - 70,1,1,0,Agricultural,Nairobi
Car,Car,25/09/18,18:12,0,27,60,60,60 - 65,1,1,0,Agricultural,Nairobi
Car,Car,04/07/18,18:16,0,27,40,38,35 - 40,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,05/03/18,17:29,1,8,30,44,40 - 45,N/A,0,0,Residential,Nairobi
Motorbike,Pedestrian,27/02/18,17:39,0,1,40,27,25 - 30,N/A,1,0,Agricultural,Nairobi
Bicycle,Bicycle,05/03/18,09:06,0,9,20,21,20 - 25,N/A,0,0,Industrial,Kikuyu
Pedestrian,Pedestrian,27/01/18,17:22,0,1,20,26,25 - 30,N/A,0,0,Agricultural,Mombasa
Car,Car,07/04/18,20:08,1,1,60,71,70 - 75,0,1,1,Commercial,Kehancha
Bicycle,Pedestrian,25/02/18,20:48,1,10,30,33,30 - 35,N/A,1,0,Residential,Mombasa
Motorbike,Bicycle,04/09/18,19:40,1,10,40,33,30 - 35,N/A,1,0,Commercial,Kisumu
Car,Car,16/11/18,10:16,1,25,60,60,60 - 65,1,1,0,Commercial,Nairobi
Motorbike,Car,24/10/18,18:56,1,18,60,54,50 - 55,1,1,0,Residential,Nairobi
Car,Car,23/02/18,03:46,0,15,60,49,45 - 50,1,1,0,Industrial,Kisumu
Car,Car,08/02/18,18:51,1,19,70,72,70 - 75,1,1,0,Residential,Nairobi
Bicycle,Pedestrian,07/06/18,20:25,0,3,20,23,20 - 25,N/A,0,0,Residential,Nairobi
Motorbike,Pedestrian,15/02/18,17:13,0,17,40,43,40 - 45,N/A,1,0,Commercial,Nairobi
Car,Bicycle,10/12/18,03:22,0,6,30,23,20 - 25,1,0,0,Agricultural,Nairobi
Motorbike,Pedestrian,21/11/18,08:20,0,19,30,30,30 - 35,N/A,1,0,Residential,Mombasa
Car,Car,26/09/18,19:57,0,25,70,70,70 - 75,1,1,0,Agricultural,Nairobi
Car,Motorbike,11/12/18,18:20,0,3,50,49,45 - 50,1,1,0,Residential,Nairobi
Pedestrian,Car,21/08/18,08:39,1,10,30,24,20 - 25,1,1,0,Residential,Mombasa
Car,Car,04/01/18,10:48,0,25,60,46,45 - 50,0,1,1,Residential,Eldoret
Pedestrian,Pedestrian,06/05/18,20:54,1,27,20,14,10 - 15,N/A,0,0,Residential,Nairobi
Car,Bicycle,23/02/18,15:48,0,9,20,24,20 - 25,1,1,0,Residential,Nairobi
Car,Car,09/03/18,08:50,0,14,60,60,60 - 65,1,1,0,Agricultural,Mombasa
Motorbike,Car,26/02/18,15:37,0,12,40,33,30 - 35,1,1,0,Agricultural,Nairobi
Bicycle,Bicycle,10/04/18,10:14,1,16,30,39,35 - 40,N/A,1,0,Transport,Nakuru
Motorbike,Bicycle,12/05/18,19:01,0,1,30,33,30 - 35,N/A,1,0,Residential,Mombasa
Bicycle,Car,25/04/18,19:54,0,10,50,57,55 - 60,1,1,0,Commercial,Mombasa
Car,Pedestrian,15/08/18,02:50,0,27,40,39,35 - 40,1,1,0,Agricultural,Kehancha
Car,Car,07/12/18,10:22,0,1,60,73,70 - 75,0,1,0,Industrial,Kehancha
Car,Motorbike,04/07/18,23:36,0,15,50,39,35 - 40,1,1,1,Transport,Nairobi
Pedestrian,Bicycle,24/07/18,08:48,0,27,30,32,30 - 35,N/A,1,0,Agricultural,Nairobi
Car,Car,17/07/18,18:34,0,17,50,46,45 - 50,1,1,0,Commercial,Mombasa
Motorbike,Motorbike,02/05/18,16:22,0,11,50,52,50 - 55,N/A,1,1,Agricultural,Mombasa
Car,Car,09/08/18,10:43,0,42,60,74,70 - 75,1,1,1,Residential,Nairobi
Motorbike,Car,12/08/18,02:02,0,25,70,74,70 - 75,1,1,1,Transport,Nairobi
Car,Car,14/09/18,18:47,0,2,50,54,50 - 55,1,1,0,Residential,Nairobi
Bicycle,Car,17/06/18,20:56,0,21,40,28,25 - 30,1,1,0,Residential,Nairobi
Bicycle,Car,06/11/18,18:10,0,13,40,36,35 - 40,1,1,0,Residential,Nakuru
Pedestrian,Bicycle,05/01/18,17:31,0,6,20,24,20 - 25,N/A,0,0,Residential,Mombasa
Car,Car,03/04/18,23:43,0,19,40,37,35 - 40,0,1,0,Residential,Nairobi
Pedestrian,Car,04/11/18,00:58,0,1,30,21,20 - 25,1,0,0,Commercial,Nairobi
Car,Car,16/03/18,10:02,0,17,70,71,70 - 75,1,1,0,Residential,Mombasa
Car,Car,26/05/18,10:08,0,18,40,33,30 - 35,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,11/11/18,20:01,0,18,20,33,30 - 35,N/A,1,0,Transport,Nairobi
Bicycle,Bicycle,07/07/18,06:55,0,8,40,43,40 - 45,N/A,1,0,Agricultural,Nairobi
Car,Pedestrian,20/04/18,10:12,1,20,20,7,5 - 10,1,1,0,Commercial,Nairobi
Bicycle,Pedestrian,14/08/18,10:19,1,1,20,21,20 - 25,N/A,0,0,Residential,Nairobi
Pedestrian,Bicycle,21/06/18,03:02,0,16,20,9,5 - 10,N/A,0,0,Residential,Nairobi
Car,Motorbike,03/12/18,17:00,1,26,20,24,20 - 25,1,1,0,Commercial,Kisumu
Motorbike,Pedestrian,16/05/18,20:06,0,26,40,40,40 - 45,N/A,1,0,Agricultural,Nairobi
Car,Car,09/06/18,04:46,0,26,70,68,65 - 70,1,1,0,Residential,Nairobi
Bicycle,Pedestrian,17/11/18,09:37,0,20,30,35,35 - 40,N/A,1,0,Agricultural,Nairobi
Motorbike,Bicycle,07/11/18,17:45,0,18,30,26,25 - 30,N/A,1,0,Agricultural,Mombasa
Bicycle,Bicycle,16/11/18,00:59,1,21,30,33,30 - 35,N/A,1,0,Commercial,Nairobi
Bicycle,Bicycle,10/12/18,18:12,0,10,20,15,15 - 20,N/A,0,0,Commercial,Kisumu
Car,Car,16/09/18,18:57,0,11,60,52,50 - 55,1,1,0,Residential,Mombasa
Pedestrian,Car,06/08/18,08:41,0,18,40,35,35 - 40,1,1,0,Residential,Mombasa
Motorbike,Car,15/08/18,20:44,1,19,40,53,50 - 55,0,1,0,Transport,Nakuru
Pedestrian,Pedestrian,14/10/18,09:48,0,7,20,22,20 - 25,N/A,0,0,Agricultural,Nairobi
Pedestrian,Car,09/02/18,08:33,1,15,40,41,40 - 45,1,1,0,Agricultural,Nairobi
Car,Pedestrian,26/11/18,18:43,0,26,40,48,45 - 50,1,1,0,Commercial,Kikuyu
Bicycle,Motorbike,03/09/18,11:36,0,1,40,54,50 - 55,N/A,1,1,Agricultural,Nairobi
Bicycle,Pedestrian,17/03/18,10:57,1,33,20,11,10 - 15,N/A,1,0,Commercial,Nairobi
Car,Motorbike,01/11/18,18:50,0,19,20,13,10 - 15,0,1,0,Residential,Nairobi
Pedestrian,Bicycle,14/03/18,20:37,0,13,20,27,25 - 30,N/A,0,0,Agricultural,Nairobi
Car,Car,19/08/18,18:34,1,26,60,69,65 - 70,1,1,0,Residential,Nairobi
Motorbike,Car,25/05/18,20:10,0,17,30,32,30 - 35,1,1,0,Agricultural,Nairobi
Car,Car,20/07/18,18:59,0,22,60,60,60 - 65,1,1,0,Agricultural,Mombasa
Bicycle,Car,26/10/18,20:09,0,16,20,20,20 - 25,1,1,0,Agricultural,Nairobi
Car,Car,27/12/18,11:11,0,10,70,78,75 - 80,0,1,1,Transport,Nairobi
Bicycle,Bicycle,19/06/18,19:17,0,26,30,28,25 - 30,N/A,1,0,Residential,Mombasa
Car,Car,18/10/18,19:44,0,13,40,31,30 - 35,1,1,0,Agricultural,Nairobi
Car,Car,02/07/18,08:38,1,9,50,55,55 - 60,1,1,0,Commercial,Nairobi
Bicycle,Pedestrian,04/11/18,08:11,0,23,30,29,25 - 30,N/A,1,0,Residential,Mombasa
Motorbike,Motorbike,16/06/18,17:24,1,14,50,50,50 - 55,N/A,1,0,Commercial,Nakuru
Motorbike,Car,19/04/18,20:35,1,15,60,67,65 - 70,0,1,1,Residential,Mombasa
Car,Motorbike,22/03/18,17:24,0,18,50,45,45 - 50,1,1,0,Commercial,Nairobi
Car,Bicycle,04/08/18,08:27,1,4,30,19,15 - 20,0,0,0,Commercial,Kisumu
Pedestrian,Pedestrian,10/08/18,12:02,1,11,20,18,15 - 20,N/A,1,0,Residential,Nairobi
Motorbike,Pedestrian,28/09/18,19:40,0,14,20,16,15 - 20,N/A,1,0,Industrial,Kikuyu
Car,Motorbike,18/03/18,10:58,0,8,50,46,45 - 50,1,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,08/08/18,06:17,1,22,20,19,15 - 20,N/A,1,0,Industrial,Kehancha
Motorbike,Bicycle,27/08/18,10:48,0,2,20,16,15 - 20,N/A,1,0,Residential,Nairobi
Car,Car,17/07/18,17:36,1,12,50,45,45 - 50,1,1,0,Commercial,Nairobi
Pedestrian,Bicycle,26/01/18,09:44,0,14,20,27,25 - 30,N/A,1,0,Residential,Mombasa
Motorbike,Pedestrian,02/02/18,18:19,1,5,40,47,45 - 50,N/A,1,0,Residential,Eldoret
Bicycle,Bicycle,16/05/18,19:39,0,10,30,15,15 - 20,N/A,1,0,Residential,Nairobi
Car,Car,06/03/18,08:30,0,30,50,43,40 - 45,1,1,0,Residential,Nairobi
Motorbike,Motorbike,09/08/18,19:16,0,16,30,25,25 - 30,N/A,1,0,Agricultural,Nairobi
Car,Car,28/02/18,08:01,1,12,50,46,45 - 50,0,1,1,Commercial,Kisumu
Car,Car,21/02/18,17:46,0,15,40,34,30 - 35,1,1,0,Agricultural,Mombasa
Pedestrian,Bicycle,16/02/18,17:23,0,0,20,24,20 - 25,N/A,0,0,Agricultural,Kisumu
Car,Bicycle,18/08/18,18:59,0,3,40,45,45 - 50,0,1,0,Industrial,Kikuyu
Pedestrian,Motorbike,16/03/18,17:07,1,17,30,34,30 - 35,N/A,1,0,Residential,Nairobi
Bicycle,Car,14/12/18,19:21,0,25,30,19,15 - 20,1,1,0,Residential,Nairobi
Bicycle,Motorbike,07/11/18,14:25,1,25,40,40,40 - 45,N/A,1,0,Residential,Kehancha
Car,Motorbike,10/07/18,19:54,1,10,50,61,60 - 65,1,1,0,Industrial,Kisumu
Motorbike,Pedestrian,08/09/18,04:16,1,28,40,40,40 - 45,N/A,1,0,Commercial,Kikuyu
Car,Car,07/03/18,17:15,0,22,70,68,65 - 70,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,10/11/18,03:19,1,12,30,28,25 - 30,N/A,0,0,Residential,Nakuru
Car,Bicycle,24/02/18,08:00,0,14,40,42,40 - 45,1,1,0,Industrial,Kehancha
Motorbike,Bicycle,28/01/18,17:31,1,4,20,25,25 - 30,N/A,1,0,Residential,Kehancha
Bicycle,Pedestrian,27/01/18,17:40,0,17,30,30,30 - 35,N/A,0,0,Residential,Nairobi
Bicycle,Bicycle,10/05/18,19:47,0,10,40,43,40 - 45,N/A,1,0,Commercial,Kehancha
Car,Car,05/10/18,18:21,0,22,70,75,75 - 80,1,1,0,Transport,Nairobi
Car,Car,22/07/18,09:55,1,17,60,51,50 - 55,1,1,0,Residential,Mombasa
Pedestrian,Motorbike,22/06/18,22:26,1,8,20,13,10 - 15,N/A,1,0,Residential,Mombasa
Motorbike,Motorbike,18/01/18,17:17,0,18,40,34,30 - 35,N/A,1,0,Residential,Nairobi
Car,Car,23/10/18,18:04,1,5,60,62,60 - 65,0,1,0,Residential,Mombasa
Car,Pedestrian,03/11/18,10:32,0,24,40,40,40 - 45,1,1,0,Residential,Mombasa
Car,Car,16/12/18,19:53,1,12,50,56,55 - 60,1,1,0,Transport,Nairobi
Car,Motorbike,10/05/18,08:32,1,20,20,26,25 - 30,0,1,0,Commercial,Kisumu
Bicycle,Pedestrian,09/09/18,08:25,1,18,20,25,25 - 30,N/A,1,0,Commercial,Nairobi
Motorbike,Bicycle,25/09/18,17:37,1,13,30,32,30 - 35,N/A,1,0,Residential,Mombasa
Motorbike,Bicycle,16/06/18,19:51,0,4,20,23,20 - 25,N/A,1,0,Agricultural,Eldoret
Motorbike,Bicycle,07/03/18,20:03,1,16,20,21,20 - 25,N/A,1,0,Residential,Nairobi
Car,Car,20/10/18,04:38,0,8,40,50,50 - 55,1,1,0,Agricultural,Nairobi
Motorbike,Motorbike,27/12/18,02:47,1,19,20,20,20 - 25,N/A,1,0,Commercial,Kehancha
Car,Motorbike,03/05/18,19:37,1,21,40,48,45 - 50,1,1,0,Commercial,Nairobi
Motorbike,Car,19/04/18,04:32,0,14,50,49,45 - 50,1,1,0,Agricultural,Nairobi
Pedestrian,Car,03/09/18,20:14,0,23,40,49,45 - 50,0,1,0,Residential,Kikuyu
Car,Car,07/08/18,08:16,1,17,40,36,35 - 40,1,1,0,Commercial,Nairobi
Bicycle,Pedestrian,09/04/18,19:15,1,8,20,16,15 - 20,N/A,1,0,Residential,Nairobi
Car,Car,27/08/18,05:20,1,21,50,52,50 - 55,1,1,0,Residential,Mombasa
Pedestrian,Car,25/10/18,19:09,0,21,30,28,25 - 30,1,1,0,Agricultural,Nairobi
Car,Car,21/02/18,20:48,0,18,30,37,35 - 40,0,1,0,Commercial,Nairobi
Motorbike,Car,02/12/18,07:37,0,5,50,63,60 - 65,0,1,1,Agricultural,Kisumu
Bicycle,Pedestrian,18/01/18,17:02,0,15,20,10,10 - 15,N/A,1,0,Agricultural,Nairobi
Car,Car,15/02/18,21:52,1,15,50,35,35 - 40,1,1,0,Commercial,Mombasa
Motorbike,Pedestrian,12/01/18,18:23,0,21,20,20,20 - 25,N/A,1,0,Transport,Nairobi
Car,Car,12/02/18,10:22,0,2,50,58,55 - 60,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,24/08/18,17:38,0,12,30,26,25 - 30,N/A,0,0,Agricultural,Nairobi
Motorbike,Bicycle,25/06/18,09:22,1,20,20,28,25 - 30,N/A,1,0,Commercial,Nairobi
Car,Motorbike,04/07/18,10:40,0,28,70,66,65 - 70,1,1,1,Industrial,Kehancha
Car,Car,06/03/18,08:45,0,15,60,58,55 - 60,1,1,0,Residential,Nairobi
Bicycle,Car,25/08/18,09:12,0,26,20,35,35 - 40,1,1,0,Agricultural,Mombasa
Motorbike,Bicycle,13/04/18,21:00,0,15,30,32,30 - 35,N/A,1,1,Transport,Nairobi
Bicycle,Bicycle,09/10/18,09:05,1,22,30,26,25 - 30,N/A,1,0,Commercial,Nairobi
Car,Pedestrian,08/09/18,20:05,1,12,40,45,45 - 50,0,1,0,Residential,Mombasa
Car,Pedestrian,21/01/18,09:05,0,22,40,45,45 - 50,1,1,0,Residential,Mombasa
Car,Car,05/04/18,07:11,0,35,50,54,50 - 55,1,1,1,Agricultural,Mombasa
Car,Bicycle,14/11/18,08:19,0,12,30,28,25 - 30,1,1,0,Residential,Mombasa
Car,Car,02/01/18,08:32,0,28,50,53,50 - 55,0,1,1,Commercial,Nairobi
Car,Motorbike,23/12/18,10:01,1,7,40,44,40 - 45,0,1,0,Commercial,Kehancha
Motorbike,Motorbike,18/02/18,20:53,0,26,40,42,40 - 45,N/A,1,0,Commercial,Nairobi
Pedestrian,Bicycle,24/10/18,18:28,0,9,40,31,30 - 35,N/A,0,0,Residential,Nairobi
Pedestrian,Car,21/12/18,13:43,0,14,50,57,55 - 60,1,1,0,Agricultural,Nairobi
Car,Car,07/09/18,17:01,0,10,70,68,65 - 70,0,1,0,Residential,Kikuyu
Car,Car,04/02/18,17:55,0,20,50,54,50 - 55,1,1,0,Residential,Nairobi
Bicycle,Bicycle,19/03/18,20:58,0,24,30,34,30 - 35,N/A,1,0,Commercial,Kisumu
Car,Car,28/10/18,20:38,0,1,50,52,50 - 55,0,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,13/12/18,18:23,0,18,20,30,30 - 35,N/A,0,0,Agricultural,Mombasa
Car,Car,24/11/18,20:35,0,14,50,52,50 - 55,1,1,0,Agricultural,Mombasa
Car,Pedestrian,07/03/18,23:56,1,11,30,30,30 - 35,0,1,0,Residential,Mombasa
Pedestrian,Motorbike,15/11/18,17:41,1,12,20,21,20 - 25,N/A,1,0,Residential,Nairobi
Car,Car,08/01/18,09:36,0,11,30,27,25 - 30,1,1,0,Agricultural,Mombasa
Motorbike,Car,22/02/18,09:51,0,3,50,52,50 - 55,0,1,1,Residential,Nairobi
Pedestrian,Bicycle,20/07/18,13:04,0,14,30,29,25 - 30,N/A,1,0,Residential,Nairobi
Bicycle,Motorbike,12/01/18,16:17,0,31,40,43,40 - 45,N/A,1,1,Commercial,Nakuru
Car,Car,12/06/18,08:02,1,12,50,56,55 - 60,1,1,0,Transport,Kehancha
Car,Bicycle,25/08/18,18:08,0,3,30,38,35 - 40,0,1,0,Commercial,Kisumu
Car,Pedestrian,04/06/18,19:27,0,14,40,45,45 - 50,1,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,03/07/18,08:23,0,36,40,40,40 - 45,N/A,1,0,Agricultural,Nairobi
Car,Car,23/01/18,17:09,0,20,50,56,55 - 60,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,13/09/18,18:45,0,30,20,12,10 - 15,N/A,0,0,Residential,Mombasa
Car,Car,08/11/18,20:48,1,2,70,74,70 - 75,1,1,0,Residential,Nairobi
Motorbike,Bicycle,02/06/18,00:50,1,14,20,20,20 - 25,N/A,1,0,Residential,Mombasa
Car,Car,11/10/18,17:21,1,18,60,48,45 - 50,1,1,1,Residential,Nakuru
Motorbike,Motorbike,05/05/18,08:45,1,25,40,39,35 - 40,N/A,1,0,Residential,Nairobi
Car,Pedestrian,06/02/18,14:21,1,1,40,38,35 - 40,0,1,0,Residential,Nairobi
Car,Car,15/04/18,19:45,0,21,50,58,55 - 60,1,1,1,Residential,Mombasa
Car,Motorbike,08/10/18,20:51,0,18,40,43,40 - 45,1,1,0,Residential,Mombasa
Car,Car,10/12/18,07:14,1,6,60,71,70 - 75,1,1,0,Residential,Nakuru
Car,Car,27/05/18,12:05,0,10,50,49,45 - 50,0,1,1,Agricultural,Nairobi
Car,Motorbike,03/04/18,19:30,1,25,50,54,50 - 55,1,1,0,Commercial,Nairobi
Bicycle,Car,07/04/18,18:38,1,17,30,30,30 - 35,1,0,0,Residential,Nairobi
Bicycle,Bicycle,03/01/18,19:54,0,12,30,45,45 - 50,N/A,1,0,Residential,Mombasa
Motorbike,Car,25/10/18,09:12,0,9,70,60,60 - 65,0,1,1,Commercial,Nairobi
Bicycle,Bicycle,27/05/18,19:23,1,11,30,17,15 - 20,N/A,1,0,Commercial,Nairobi
Motorbike,Car,27/12/18,20:01,1,13,40,45,45 - 50,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,08/01/18,19:47,0,6,20,15,15 - 20,N/A,1,0,Residential,Kikuyu
Bicycle,Motorbike,09/04/18,01:12,0,23,30,36,35 - 40,N/A,1,0,Residential,Kikuyu
Car,Car,18/05/18,20:52,1,23,50,52,50 - 55,0,1,1,Residential,Mombasa
Car,Car,03/12/18,19:24,0,17,50,40,40 - 45,1,1,0,Transport,Nairobi
Motorbike,Pedestrian,26/06/18,06:15,0,13,20,11,10 - 15,N/A,1,0,Residential,Nairobi
Car,Car,25/11/18,01:48,0,22,60,73,70 - 75,1,1,1,Agricultural,Nairobi
Car,Car,26/01/18,15:51,1,8,70,64,60 - 65,0,1,0,Commercial,Kehancha
