vehicle_type,second_vehicle_type,date,time,road_has_pavement,distance_to_nearest_traffic_tight,speed_limit,estimated_speed_of_collision,seat_belt_used,injury_sustained,lethal,land_use,city
Pedestrian,Pedestrian,17/02/18,15:48,0,20,30,41,N/A,0,0,Commercial,Mombasa
Car,Car,21/11/18,19:00,1,25,70,76,1,1,0,Residential,Nairobi
Car,Car,26/02/18,10:55,1,11,60,67,1,1,0,Transport,Nairobi
Car,Motorbike,21/02/18,07:34,0,14,60,60,1,1,1,Residential,Mombasa
Car,Pedestrian,24/12/18,19:02,0,16,30,26,1,1,0,Transport,Nairobi
Bicycle,Car,02/11/18,09:22,0,13,30,38,1,1,0,Agricultural,Mombasa
Car,Motorbike,22/11/18,04:43,0,32,20,26,0,1,0,Agricultural,Eldoret
Car,Motorbike,12/09/18,20:20,0,4,50,46,1,1,0,Agricultural,Nairobi
Car,Motorbike,25/12/18,08:13,0,19,70,78,0,1,1,Agricultural,Kikuyu
Pedestrian,Bicycle,03/09/18,18:11,1,26,30,31,N/A,0,0,Commercial,Nairobi
Car,Car,18/11/18,17:58,0,17,40,55,1,1,0,Residential,Nairobi
Car,Car,17/12/18,17:50,0,18,70,74,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,04/03/18,10:15,0,22,30,41,N/A,1,0,Agricultural,Nairobi
Motorbike,Bicycle,05/03/18,08:14,0,6,40,53,N/A,1,0,Residential,Nairobi
Car,Car,12/08/18,08:41,0,19,60,58,0,1,0,Commercial,Kikuyu
Bicycle,Motorbike,07/12/18,16:05,0,8,30,30,N/A,1,0,Agricultural,Mombasa
Motorbike,Bicycle,05/11/18,06:28,1,7,30,19,N/A,1,0,Residential,Nairobi
Pedestrian,Car,07/03/18,23:03,0,20,40,47,1,1,0,Agricultural,Nairobi
Car,Car,08/07/18,19:19,0,7,40,34,1,1,0,Agricultural,Mombasa
Car,Car,13/03/18,10:05,0,1,40,35,1,1,0,Residential,Mombasa
Motorbike,Motorbike,27/05/18,05:41,0,15,50,60,N/A,1,0,Agricultural,Mombasa
Car,Car,20/02/18,11:22,0,14,50,40,1,1,0,Residential,Mombasa
Car,Pedestrian,11/08/18,17:53,0,18,40,31,1,0,0,Commercial,Kikuyu
Car,Car,07/09/18,20:46,0,23,40,40,0,1,0,Residential,Kikuyu
Car,Bicycle,23/06/18,20:05,0,11,40,39,0,1,0,Residential,Nairobi
Car,Car,08/01/18,09:57,0,9,40,45,1,1,0,Commercial,Kehancha
Car,Motorbike,21/12/18,10:47,0,16,70,65,1,1,1,Agricultural,Nairobi
Car,Car,06/07/18,10:36,0,28,50,62,1,1,0,Agricultural,Nairobi
Car,Motorbike,27/02/18,18:35,0,16,50,65,1,1,0,Agricultural,Nairobi
Motorbike,Pedestrian,02/05/18,03:27,0,3,30,35,N/A,1,0,Commercial,Eldoret
Motorbike,Motorbike,12/05/18,17:13,1,7,50,51,N/A,1,0,Residential,Mombasa
Car,Motorbike,17/01/18,17:20,0,22,70,73,1,1,0,Residential,Mombasa
Car,Car,05/03/18,16:10,0,16,50,59,0,1,0,Agricultural,Mombasa
Car,Car,28/11/18,18:41,0,1,40,53,1,0,0,Commercial,Nairobi
Car,Motorbike,11/09/18,11:19,0,18,50,59,0,1,0,Commercial,Nairobi
Motorbike,Motorbike,02/07/18,20:07,0,3,60,60,N/A,1,1,Residential,Nairobi
Motorbike,Car,09/01/18,10:42,1,27,40,44,0,1,0,Residential,Kikuyu
Car,Car,09/01/18,19:38,0,12,60,60,1,1,0,Agricultural,Nairobi
Car,Car,07/02/18,08:54,0,22,40,38,0,1,1,Residential,Nairobi
Bicycle,Car,02/06/18,18:15,0,5,40,42,1,1,0,Transport,Nairobi
Car,Car,11/10/18,18:17,0,16,60,50,0,1,0,Residential,Kisumu
Motorbike,Motorbike,25/03/18,09:37,0,9,40,31,N/A,1,0,Commercial,Nairobi
Motorbike,Pedestrian,13/05/18,16:29,0,24,20,26,N/A,1,0,Agricultural,Nakuru
Car,Pedestrian,03/03/18,18:47,0,21,40,27,1,0,0,Agricultural,Mombasa
Motorbike,Car,07/12/18,20:25,1,2,50,45,1,1,0,Commercial,Nairobi
Car,Motorbike,17/10/18,18:48,0,17,50,49,0,1,0,Agricultural,Eldoret
Bicycle,Pedestrian,03/12/18,03:08,1,21,30,22,N/A,0,0,Residential,Mombasa
Car,Car,02/08/18,08:00,1,18,50,47,1,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,03/11/18,08:22,1,16,30,25,N/A,0,0,Residential,Nairobi
Car,Car,05/12/18,17:08,0,19,70,76,1,1,0,Agricultural,Mombasa
Car,Car,21/12/18,17:25,1,21,50,58,1,1,0,Commercial,Nairobi
Car,Motorbike,12/07/18,10:26,0,21,40,28,1,1,0,Agricultural,Mombasa
Pedestrian,Motorbike,21/09/18,02:02,1,14,30,28,N/A,1,0,Industrial,Nairobi
Bicycle,Car,09/07/18,01:48,1,18,30,25,1,1,1,Residential,Nairobi
Pedestrian,Pedestrian,04/12/18,21:31,0,9,30,36,N/A,0,0,Industrial,Kikuyu
Bicycle,Bicycle,08/03/18,01:30,0,8,30,19,N/A,1,0,Residential,Mombasa
Pedestrian,Motorbike,12/09/18,19:51,1,14,20,11,N/A,1,0,Commercial,Nairobi
Car,Car,12/09/18,08:06,1,10,50,35,1,1,0,Residential,Nairobi
Car,Car,17/10/18,18:28,0,6,60,50,1,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,10/06/18,02:03,1,17,30,31,N/A,0,0,Commercial,Nairobi
Bicycle,Motorbike,12/06/18,17:11,1,28,30,31,N/A,1,0,Commercial,Nairobi
Bicycle,Motorbike,11/11/18,12:47,1,10,40,43,N/A,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,28/07/18,20:35,1,17,20,26,N/A,1,0,Residential,Kikuyu
Bicycle,Car,12/04/18,20:26,0,14,40,50,1,1,0,Residential,Nairobi
Motorbike,Bicycle,23/10/18,10:13,1,8,40,46,N/A,1,0,Residential,Nairobi
Car,Pedestrian,23/01/18,18:23,0,37,40,44,1,1,0,Agricultural,Mombasa
Bicycle,Bicycle,10/03/18,10:15,0,12,30,30,N/A,1,0,Agricultural,Nairobi
Motorbike,Car,27/02/18,08:15,0,0,40,43,1,1,0,Agricultural,Nairobi
Car,Motorbike,10/06/18,08:16,0,20,60,53,0,1,1,Residential,Eldoret
Bicycle,Pedestrian,08/04/18,13:29,0,23,40,49,N/A,1,0,Residential,Nairobi
Car,Pedestrian,13/11/18,18:44,0,15,20,26,1,0,0,Commercial,Eldoret
Car,Car,16/02/18,09:57,1,19,50,58,1,1,0,Commercial,Mombasa
Pedestrian,Motorbike,09/08/18,18:29,0,18,20,13,N/A,1,0,Industrial,Nairobi
Pedestrian,Pedestrian,01/06/18,10:37,1,31,30,40,N/A,0,0,Commercial,Kikuyu
Car,Car,17/12/18,00:34,0,10,60,64,1,1,0,Residential,Nairobi
Bicycle,Car,24/08/18,10:47,0,27,40,39,0,1,0,Residential,Nakuru
Pedestrian,Car,01/02/18,09:32,0,19,40,35,1,1,0,Agricultural,Nairobi
Motorbike,Car,22/11/18,15:28,1,16,40,50,1,1,0,Transport,Nairobi
Pedestrian,Pedestrian,01/04/18,09:11,0,11,30,33,N/A,0,0,Industrial,Nairobi
Car,Car,06/02/18,17:25,0,20,50,46,1,1,0,Commercial,Nairobi
Car,Motorbike,13/09/18,20:47,0,12,50,47,1,1,0,Residential,Nairobi
Bicycle,Pedestrian,25/09/18,06:26,1,3,20,14,N/A,0,0,Agricultural,Nairobi
Car,Car,13/02/18,10:35,0,11,70,76,0,1,1,Transport,Kehancha
Motorbike,Car,16/12/18,20:19,0,27,40,40,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,10/05/18,20:14,0,28,30,25,N/A,0,0,Agricultural,Kisumu
Pedestrian,Motorbike,16/03/18,20:55,0,22,30,32,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,06/07/18,10:50,0,11,50,56,1,1,0,Industrial,Nairobi
Motorbike,Motorbike,14/04/18,20:02,0,16,40,49,N/A,1,0,Commercial,Kehancha
Car,Car,06/04/18,15:07,0,13,50,50,0,1,0,Commercial,Mombasa
Bicycle,Bicycle,24/06/18,20:23,0,15,20,28,N/A,1,0,Agricultural,Nakuru
Car,Car,07/06/18,10:18,0,13,50,42,1,1,0,Industrial,Nairobi
Car,Bicycle,25/01/18,19:24,0,21,30,40,0,1,0,Agricultural,Kisumu
Car,Bicycle,09/12/18,13:25,0,25,30,28,1,1,0,Agricultural,Mombasa
Car,Car,21/05/18,17:02,0,17,60,56,0,1,0,Residential,Eldoret
Car,Car,14/07/18,02:33,0,13,50,47,1,1,0,Residential,Nairobi
Car,Car,25/01/18,10:20,0,14,60,62,0,1,0,Commercial,Eldoret
Pedestrian,Motorbike,12/09/18,18:47,0,25,40,47,N/A,1,0,Agricultural,Mombasa
Pedestrian,Bicycle,04/08/18,07:07,0,18,20,13,N/A,1,0,Residential,Nairobi
Car,Bicycle,25/12/18,10:41,1,15,30,44,0,1,0,Residential,Nairobi
Motorbike,Bicycle,28/09/18,10:52,0,14,20,31,N/A,1,0,Agricultural,Mombasa
Motorbike,Car,05/10/18,08:49,0,4,50,47,1,1,1,Residential,Nairobi
Pedestrian,Bicycle,15/11/18,01:09,1,15,30,30,N/A,1,0,Residential,Kikuyu
Bicycle,Bicycle,18/09/18,15:39,0,17,20,10,N/A,1,0,Industrial,Mombasa
Car,Pedestrian,04/04/18,17:56,1,22,40,47,1,1,0,Residential,Nairobi
Motorbike,Motorbike,17/06/18,18:57,0,8,40,28,N/A,1,0,Commercial,Mombasa
Bicycle,Bicycle,14/04/18,17:05,0,21,30,22,N/A,0,0,Agricultural,Nairobi
Car,Car,05/02/18,08:54,1,18,60,64,0,1,1,Commercial,Nairobi
Bicycle,Motorbike,21/08/18,17:59,0,26,30,36,N/A,1,0,Agricultural,Mombasa
Pedestrian,Bicycle,12/02/18,18:16,0,26,30,28,N/A,0,0,Residential,Nakuru
Car,Car,04/01/18,08:40,1,17,60,73,0,1,1,Commercial,Eldoret
Pedestrian,Car,06/08/18,18:25,1,11,20,23,1,0,0,Residential,Nairobi
Motorbike,Car,22/12/18,20:07,1,18,60,58,1,1,0,Commercial,Nairobi
Bicycle,Pedestrian,10/12/18,18:54,1,15,40,32,N/A,0,0,Residential,Nairobi
Car,Motorbike,14/07/18,18:34,1,20,50,55,1,1,0,Residential,Nakuru
Car,Car,23/06/18,04:44,0,11,60,61,1,1,0,Transport,Nairobi
Motorbike,Car,01/02/18,08:51,1,9,40,40,1,1,0,Residential,Nairobi
Car,Pedestrian,11/09/18,20:22,0,4,20,19,0,0,0,Transport,Nakuru
Motorbike,Car,23/08/18,17:23,1,16,60,52,0,1,0,Commercial,Mombasa
Car,Car,01/04/18,08:59,0,28,40,42,0,1,0,Agricultural,Mombasa
Car,Car,20/11/18,10:22,0,18,50,39,0,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,23/06/18,17:59,0,32,40,27,N/A,0,0,Commercial,Nairobi
Car,Car,08/05/18,10:09,0,21,60,54,0,1,1,Agricultural,Nairobi
Car,Bicycle,14/10/18,19:59,1,22,30,26,1,1,0,Industrial,Nairobi
Car,Car,19/08/18,17:25,1,6,30,38,0,1,0,Residential,Nakuru
Pedestrian,Car,05/04/18,08:40,0,17,40,28,0,1,0,Residential,Nairobi
Car,Car,22/10/18,23:17,0,21,60,51,1,1,0,Industrial,Mombasa
Pedestrian,Motorbike,08/07/18,08:35,0,17,20,25,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,15/12/18,08:48,1,4,30,24,N/A,0,0,Commercial,Mombasa
Bicycle,Pedestrian,03/04/18,18:30,0,24,40,37,N/A,0,0,Agricultural,Mombasa
Bicycle,Pedestrian,09/08/18,17:35,0,25,30,18,N/A,0,0,Agricultural,Nairobi
Bicycle,Motorbike,25/01/18,11:46,0,15,40,41,N/A,1,0,Agricultural,Kikuyu
Car,Motorbike,20/11/18,10:17,1,24,50,46,1,1,0,Residential,Nairobi
Car,Car,23/07/18,18:37,0,10,40,43,0,1,0,Residential,Eldoret
Motorbike,Car,05/11/18,10:32,1,22,60,47,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,02/03/18,11:15,0,24,30,37,N/A,1,0,Commercial,Nairobi
Bicycle,Bicycle,08/03/18,22:02,1,16,30,30,N/A,1,0,Residential,Nairobi
Motorbike,Car,28/10/18,17:41,1,19,50,43,0,1,0,Residential,Nairobi
Car,Motorbike,19/01/18,20:07,0,20,40,25,0,1,0,Residential,Mombasa
Pedestrian,Car,10/11/18,17:57,0,30,40,51,1,0,0,Transport,Nairobi
Car,Bicycle,09/10/18,11:43,0,28,50,53,1,1,0,Agricultural,Mombasa
Motorbike,Car,10/07/18,18:39,0,21,50,59,0,1,0,Residential,Mombasa
Car,Car,12/11/18,18:58,1,17,70,66,1,1,0,Commercial,Eldoret
Motorbike,Pedestrian,04/08/18,01:53,1,16,30,19,N/A,1,0,Residential,Mombasa
Bicycle,Car,02/05/18,01:16,0,26,40,38,0,1,0,Agricultural,Nakuru
Car,Bicycle,04/06/18,17:52,0,15,30,25,1,0,0,Agricultural,Nairobi
Pedestrian,Pedestrian,13/02/18,08:40,1,22,20,14,N/A,0,0,Residential,Nairobi
Pedestrian,Motorbike,15/05/18,19:30,1,2,30,32,N/A,1,0,Transport,Nairobi
Car,Motorbike,28/04/18,01:17,1,10,40,36,1,1,0,Commercial,Nairobi
Motorbike,Pedestrian,14/05/18,20:35,0,19,20,16,N/A,1,0,Residential,Nairobi
Motorbike,Car,16/11/18,13:43,0,21,50,45,1,1,0,Agricultural,Nairobi
Bicycle,Car,21/02/18,20:12,1,8,50,47,1,1,0,Residential,Mombasa
Car,Pedestrian,23/05/18,19:52,0,13,50,60,0,1,1,Commercial,Kikuyu
Motorbike,Car,22/09/18,20:51,1,33,40,33,1,1,0,Commercial,Nakuru
Car,Car,13/04/18,18:17,0,13,50,40,1,1,0,Transport,Nairobi
Motorbike,Bicycle,23/10/18,18:23,1,19,40,46,N/A,1,0,Residential,Eldoret
Motorbike,Bicycle,24/03/18,20:22,0,25,20,17,N/A,1,0,Agricultural,Mombasa
Motorbike,Motorbike,25/12/18,17:27,0,9,60,64,N/A,1,0,Residential,Kisumu
Motorbike,Motorbike,25/01/18,22:49,1,14,40,40,N/A,1,0,Residential,Kisumu
Motorbike,Motorbike,22/05/18,10:21,1,11,60,65,N/A,1,0,Residential,Nairobi
Car,Car,22/01/18,08:25,1,13,40,32,1,1,0,Residential,Nairobi
Motorbike,Car,28/12/18,09:52,1,18,70,69,0,1,1,Residential,Nairobi
Car,Car,21/07/18,18:46,0,26,40,33,1,1,0,Agricultural,Nairobi
Car,Car,24/09/18,01:10,1,33,70,66,1,1,0,Commercial,Nairobi
Motorbike,Car,03/11/18,10:45,1,11,50,43,1,1,0,Residential,Nairobi
Car,Car,25/03/18,06:26,1,2,40,37,1,0,0,Commercial,Nakuru
Motorbike,Pedestrian,01/01/18,14:19,0,38,40,44,N/A,1,0,Agricultural,Nairobi
Motorbike,Car,05/02/18,09:55,1,2,40,44,1,1,0,Residential,Nairobi
Pedestrian,Car,10/07/18,09:14,0,16,30,28,1,1,0,Agricultural,Nairobi
Bicycle,Motorbike,14/03/18,19:40,0,15,40,33,N/A,1,1,Agricultural,Nairobi
Motorbike,Car,13/12/18,19:53,0,8,70,78,1,1,0,Commercial,Nairobi
Pedestrian,Bicycle,26/03/18,08:59,1,12,30,30,N/A,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,01/11/18,19:19,0,13,20,33,N/A,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,08/09/18,20:48,0,21,40,48,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,16/11/18,20:05,1,10,30,31,N/A,1,0,Residential,Kikuyu
Bicycle,Bicycle,15/04/18,18:40,0,9,20,6,N/A,0,0,Residential,Nairobi
Pedestrian,Bicycle,17/08/18,10:24,0,14,20,34,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,25/07/18,08:35,1,15,60,65,0,1,0,Commercial,Nairobi
Motorbike,Car,23/08/18,09:53,0,14,60,58,1,1,1,Agricultural,Kehancha
Motorbike,Pedestrian,14/09/18,10:51,0,18,40,41,N/A,1,1,Agricultural,Nairobi
Bicycle,Motorbike,02/05/18,02:39,1,19,40,36,N/A,1,0,Residential,Nairobi
Bicycle,Bicycle,22/12/18,18:14,0,10,30,24,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,02/04/18,09:05,0,17,20,20,N/A,1,0,Residential,Mombasa
Car,Car,27/03/18,21:30,0,24,60,54,1,1,0,Agricultural,Nairobi
Bicycle,Car,18/02/18,16:03,0,18,30,44,0,1,0,Residential,Mombasa
Car,Motorbike,22/03/18,17:11,0,20,40,48,1,1,0,Agricultural,Mombasa
Pedestrian,Bicycle,02/09/18,19:33,1,31,40,41,N/A,1,0,Transport,Nairobi
Bicycle,Bicycle,12/09/18,09:58,0,3,30,32,N/A,0,0,Transport,Mombasa
Bicycle,Bicycle,06/08/18,19:01,1,26,30,30,N/A,1,0,Residential,Nairobi
Pedestrian,Car,10/04/18,13:27,0,17,20,26,1,0,0,Residential,Nairobi
Bicycle,Pedestrian,18/04/18,10:49,0,4,40,49,N/A,0,0,Industrial,Nakuru
Pedestrian,Pedestrian,20/03/18,17:49,1,9,20,32,N/A,0,0,Commercial,Kehancha
Motorbike,Bicycle,04/08/18,20:28,1,25,30,31,N/A,1,0,Residential,Mombasa
Motorbike,Bicycle,03/12/18,16:02,0,26,30,36,N/A,1,0,Transport,Nairobi
Motorbike,Bicycle,10/10/18,17:18,0,12,30,33,N/A,1,0,Residential,Kehancha
Car,Car,17/06/18,04:23,0,33,50,51,1,1,0,Transport,Nairobi
Motorbike,Car,02/12/18,03:59,0,28,40,40,1,1,1,Industrial,Nairobi
Car,Car,14/11/18,18:53,0,18,50,49,0,1,0,Agricultural,Mombasa
Bicycle,Bicycle,22/11/18,17:52,1,24,30,43,N/A,0,0,Residential,Nairobi
Pedestrian,Car,10/08/18,09:57,1,7,20,16,1,0,0,Commercial,Nairobi
Bicycle,Bicycle,17/05/18,17:14,1,38,20,29,N/A,1,0,Agricultural,Eldoret
Bicycle,Pedestrian,17/07/18,20:07,0,17,30,43,N/A,1,0,Residential,Mombasa
Car,Car,08/04/18,22:32,0,25,60,60,1,1,0,Agricultural,Nairobi
Motorbike,Bicycle,18/12/18,17:31,0,24,20,24,N/A,1,0,Commercial,Nairobi
Car,Car,22/10/18,08:47,1,27,50,43,1,1,0,Residential,Nairobi
Car,Car,20/05/18,02:27,1,14,50,51,1,1,0,Transport,Nairobi
Car,Car,09/01/18,19:02,0,5,60,69,1,1,0,Agricultural,Nairobi
Motorbike,Pedestrian,16/04/18,09:34,0,28,30,30,N/A,1,0,Residential,Nairobi
Car,Pedestrian,22/01/18,19:00,0,6,40,37,1,1,0,Agricultural,Nairobi
Car,Car,02/06/18,14:05,1,17,70,65,0,1,0,Transport,Nakuru
Motorbike,Car,20/11/18,17:47,0,11,50,51,1,1,0,Agricultural,Nairobi
Bicycle,Motorbike,07/01/18,09:35,0,7,20,27,N/A,1,0,Residential,Nairobi
Car,Car,04/08/18,03:33,0,7,50,55,1,1,0,Residential,Nairobi
Car,Bicycle,05/01/18,09:14,1,3,40,37,1,0,0,Industrial,Nairobi
Car,Car,27/07/18,15:15,0,21,70,73,1,1,0,Agricultural,Mombasa
Pedestrian,Pedestrian,01/11/18,19:48,1,10,30,29,N/A,0,0,Residential,Mombasa
Motorbike,Car,23/07/18,08:52,1,12,40,30,1,1,0,Residential,Nairobi
Car,Car,26/08/18,13:54,1,3,40,53,0,1,0,Commercial,Mombasa
Car,Pedestrian,20/10/18,19:08,0,4,20,23,1,0,0,Agricultural,Nairobi
Motorbike,Car,18/03/18,10:04,0,10,40,46,1,1,0,Agricultural,Nairobi
Car,Car,22/12/18,18:56,0,16,112.0,113.0,1,1,0,Industrial,Nairobi
Pedestrian,Car,18/08/18,08:57,0,20,40,38,1,1,0,Agricultural,Mombasa
Pedestrian,Pedestrian,27/10/18,20:45,0,3,30,30,N/A,0,0,Agricultural,Nairobi
Motorbike,Pedestrian,14/12/18,17:17,0,1,20,29,N/A,1,0,Residential,Nairobi
Bicycle,Bicycle,04/12/18,20:24,0,16,20,21,N/A,1,0,Transport,Nairobi
Bicycle,Bicycle,09/01/18,02:30,0,2,30,28,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,14/03/18,00:57,1,25,20,23,N/A,1,0,Transport,Nairobi
Car,Pedestrian,11/03/18,08:44,1,28,30,35,0,1,0,Commercial,Mombasa
Bicycle,Pedestrian,07/04/18,20:00,1,9,20,10,N/A,0,0,Residential,Kikuyu
Pedestrian,Pedestrian,04/02/18,18:53,0,31,20,23,N/A,0,0,Residential,Kehancha
Pedestrian,Pedestrian,13/01/18,19:27,0,25,20,8,N/A,0,0,Industrial,Nairobi
Car,Car,12/06/18,17:57,0,28,50,46,1,1,0,Transport,Nairobi
Motorbike,Bicycle,07/05/18,18:28,0,16,20,8,N/A,1,0,Agricultural,Kehancha
Motorbike,Motorbike,17/03/18,19:15,1,18,40,32,N/A,1,0,Residential,Nairobi
Car,Car,17/07/18,09:45,1,8,50,38,1,1,0,Commercial,Nairobi
Car,Car,22/09/18,04:43,1,25,50,46,1,1,0,Residential,Mombasa
Motorbike,Bicycle,15/09/18,19:00,0,26,20,12,N/A,1,0,Agricultural,Nairobi
Car,Car,19/02/18,10:43,1,16,70,73,1,1,0,Commercial,Nairobi
Car,Car,20/08/18,19:22,1,11,40,44,1,1,0,Residential,Nairobi
Motorbike,Car,09/03/18,18:05,1,5,40,37,1,1,0,Residential,Nairobi
Bicycle,Car,28/06/18,18:00,1,19,30,23,1,0,0,Residential,Mombasa
Bicycle,Bicycle,22/02/18,19:34,0,10,20,11,N/A,1,0,Transport,Nairobi
Motorbike,Motorbike,03/07/18,17:38,0,8,40,31,N/A,1,0,Commercial,Nairobi
Pedestrian,Bicycle,12/03/18,08:55,1,6,30,31,N/A,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,11/02/18,08:59,0,11,40,29,N/A,0,0,Agricultural,Nairobi
Pedestrian,Bicycle,04/11/18,20:07,0,1,30,26,N/A,0,0,Agricultural,Nakuru
Car,Car,02/02/18,17:41,1,36,60,67,0,1,0,Commercial,Eldoret
Bicycle,Pedestrian,20/03/18,18:17,0,7,20,16,N/A,0,0,Residential,Eldoret
Motorbike,Bicycle,12/03/18,08:18,0,11,20,26,N/A,1,0,Commercial,Mombasa
Motorbike,Car,13/12/18,17:55,1,13,40,45,1,1,0,Residential,Mombasa
Pedestrian,Motorbike,13/04/18,18:38,1,20,30,30,N/A,1,0,Agricultural,Kisumu
Car,Motorbike,06/05/18,18:32,0,9,40,39,1,1,0,Commercial,Mombasa
Car,Car,08/05/18,09:00,1,9,40,48,1,1,0,Residential,Nairobi
Car,Car,18/08/18,08:26,1,21,50,61,0,1,0,Residential,Nairobi
Car,Car,01/01/18,19:35,0,33,50,52,1,1,0,Transport,Mombasa
Motorbike,Motorbike,25/10/18,20:00,0,11,40,32,N/A,1,0,Agricultural,Nairobi
Car,Car,21/12/18,09:03,0,14,60,69,0,1,1,Agricultural,Kikuyu
Bicycle,Pedestrian,28/09/18,04:17,1,9,20,26,N/A,0,0,Commercial,Kehancha
Pedestrian,Bicycle,06/09/18,19:27,1,25,20,27,N/A,0,0,Commercial,Nakuru
Car,Car,07/03/18,17:49,0,14,60,51,1,1,0,Agricultural,Nairobi
Bicycle,Car,24/03/18,20:32,1,15,40,38,1,1,0,Commercial,Nairobi
Car,Motorbike,21/05/18,09:26,0,13,60,62,1,1,0,Residential,Nairobi
Bicycle,Bicycle,19/07/18,16:44,0,16,20,30,N/A,1,0,Agricultural,Eldoret
Car,Motorbike,05/02/18,10:59,0,24,40,34,1,1,0,Residential,Mombasa
Pedestrian,Bicycle,25/01/18,07:47,0,26,30,34,N/A,1,0,Commercial,Nairobi
Motorbike,Bicycle,16/07/18,18:27,1,2,30,30,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,28/06/18,17:11,0,0,30,38,N/A,0,0,Industrial,Nakuru
Pedestrian,Pedestrian,19/03/18,08:08,0,16,20,12,N/A,0,0,Commercial,Nairobi
Car,Bicycle,24/07/18,10:54,0,9,40,40,1,1,0,Agricultural,Nairobi
Pedestrian,Car,18/06/18,18:09,0,22,30,15,1,0,0,Commercial,Mombasa
Pedestrian,Bicycle,17/12/18,18:29,1,24,30,27,N/A,0,0,Transport,Mombasa
Car,Car,06/12/18,00:27,0,9,70,65,0,1,1,Agricultural,Eldoret
Pedestrian,Bicycle,28/10/18,15:59,0,31,30,33,N/A,1,0,Agricultural,Nairobi
Car,Bicycle,18/08/18,09:06,0,23,30,18,0,1,0,Agricultural,Nakuru
Pedestrian,Pedestrian,12/03/18,19:30,0,13,40,40,N/A,0,0,Agricultural,Nairobi
Bicycle,Bicycle,03/01/18,10:31,1,10,30,39,N/A,1,0,Commercial,Nairobi
Car,Bicycle,01/03/18,20:04,0,1,20,17,0,1,0,Agricultural,Kehancha
Car,Car,18/03/18,20:50,1,19,50,47,1,1,0,Residential,Nairobi
Bicycle,Pedestrian,22/04/18,18:39,0,13,30,34,N/A,0,0,Residential,Nairobi
Pedestrian,Car,10/09/18,18:54,1,24,40,39,0,1,0,Residential,Nairobi
Car,Car,03/10/18,09:27,1,34,50,49,0,1,0,Commercial,Nairobi
Motorbike,Car,28/06/18,19:42,0,16,60,57,1,1,0,Agricultural,Nairobi
Car,Car,10/03/18,14:58,0,3,30,25,1,1,0,Agricultural,Nairobi
Car,Car,27/05/18,22:13,0,30,50,46,0,1,0,Residential,Nairobi
Car,Motorbike,03/04/18,17:53,0,19,40,36,0,1,0,Agricultural,Kikuyu
Car,Car,24/10/18,20:02,0,15,60,62,1,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,24/09/18,19:50,0,19,20,15,N/A,0,0,Agricultural,Nairobi
Pedestrian,Bicycle,02/01/18,17:16,1,14,20,19,N/A,0,0,Residential,Kehancha
Pedestrian,Pedestrian,21/11/18,20:58,1,4,40,41,N/A,0,0,Commercial,Nairobi
Motorbike,Car,23/12/18,18:12,1,15,20,25,1,1,0,Residential,Nairobi
Car,Car,01/03/18,20:17,0,13,50,53,1,1,0,Commercial,Mombasa
Bicycle,Motorbike,05/05/18,08:12,0,11,30,38,N/A,1,0,Commercial,Nairobi
Car,Bicycle,14/05/18,18:39,1,23,20,19,1,0,0,Residential,Mombasa
Motorbike,Bicycle,19/03/18,20:38,1,18,40,40,N/A,1,0,Commercial,Mombasa
Pedestrian,Pedestrian,24/04/18,17:41,0,26,30,44,N/A,0,0,Agricultural,Kehancha
Car,Car,13/12/18,19:58,1,2,70,66,1,1,0,Residential,Nairobi
Car,Car,02/01/18,09:57,0,8,70,58,1,1,0,Agricultural,Mombasa
Bicycle,Pedestrian,14/07/18,10:10,0,16,30,40,N/A,1,0,Residential,Nairobi
Car,Motorbike,18/07/18,10:42,0,18,60,60,0,1,1,Residential,Kikuyu
Bicycle,Motorbike,14/02/18,20:44,0,37,40,53,N/A,1,0,Residential,Nairobi
Car,Car,17/01/18,08:42,1,1,60,51,1,1,0,Residential,Mombasa
Car,Car,05/04/18,12:59,0,31,50,59,1,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,26/10/18,17:57,0,36,20,21,N/A,0,0,Agricultural,Nairobi
Car,Car,23/07/18,16:58,1,24,60,51,1,1,0,Residential,Nairobi
Car,Motorbike,14/01/18,09:16,0,16,40,41,1,1,0,Commercial,Nairobi
